driver,lap,time_stamp,speed_kph,rpm,gear,throttle_pct,brake_pct,drs,sector,lat,long,sector_time_ms
NOR,8,15.4,114.3,12500,2,97,0,1,1,45.62887914174442,9.295506524903955,0
NOR,8,15.6,115.7,12500,2,97,0,1,1,45.62879177676795,9.295572905898506,0
NOR,8,15.8,119.0,12500,2,91,0,1,1,45.62870226272782,9.295638092395828,0
NOR,8,16.0,118.7,12500,2,95,0,1,1,45.62860913457234,9.295702992585042,0
NOR,8,16.2,118.0,12500,2,100,0,1,1,45.628515110584615,9.295765614984822,0
NOR,8,16.4,118.7,12500,2,98,0,1,1,45.6284205631811,9.29582575734418,0
NOR,8,16.6,116.2,12500,2,100,0,1,1,45.62832439067738,9.295884131056706,0
NOR,8,16.8,118.7,12500,2,100,0,1,1,45.628229294754725,9.295939171795183,0
NOR,8,17.0,125.4,12500,2,92,0,1,1,45.62813111705922,9.29599329850214,0
NOR,8,17.2,119.7,12500,2,100,0,1,1,45.62802633530812,9.296048147277258,0
NOR,8,17.4,124.1,12500,2,100,0,1,1,45.62792531688905,9.296098269716294,0
NOR,8,17.6,125.6,12500,2,100,0,1,1,45.62781961102003,9.29614791778776,0
NOR,8,17.8,125.8,12500,2,100,0,1,1,45.6277115461618,9.296195810009865,0
NOR,8,18.0,125.3,12500,2,100,0,1,1,45.62760234461238,9.296241359173989,0
NOR,8,18.2,128.6,11734,3,100,0,1,1,45.627492627783035,9.296284331287465,0
NOR,8,18.4,127.5,11716,3,100,0,1,1,45.62737907447429,9.296325948808272,0
NOR,8,18.6,131.3,11783,3,100,0,1,1,45.62726552011143,9.296364746511026,0
NOR,8,18.8,132.9,11899,3,100,0,1,1,45.62714760988703,9.296402134749725,0
NOR,8,19.0,134.2,11974,3,100,0,1,1,45.62702736160471,9.296437310092,0
NOR,8,19.2,134.9,12021,3,100,0,1,1,45.626904986776715,9.296470129916424,0
NOR,8,19.4,139.5,12141,3,100,0,1,1,45.62678111056153,9.296500375953526,0
NOR,8,19.6,143.3,12258,3,100,0,1,1,45.626652090162025,9.296528778386689,0
NOR,8,19.8,142.2,12183,3,100,0,1,1,45.62651866486086,9.296554910116049,0
NOR,8,20.0,142.3,12317,3,100,0,1,1,45.6263854156371,9.296577801933667,0
NOR,8,20.2,140.4,12262,3,100,0,1,1,45.626251294975354,9.296597686953236,0
NOR,8,20.4,147.9,12500,3,100,0,1,1,45.626118152951264,9.296614366413182,0
NOR,8,20.6,149.8,12500,3,100,0,1,1,45.62597718555376,9.296628776168557,0
NOR,8,20.8,152.1,12500,3,100,0,1,1,45.62583365592089,9.296640086372758,0
NOR,8,21.0,154.9,12500,3,100,0,1,1,45.62568723005298,9.29664820174385,0
NOR,8,21.2,155.1,12500,3,100,0,1,1,45.625537445037494,9.296652996517318,0
NOR,8,21.4,155.6,12500,3,100,0,1,1,45.62538682016504,9.296654308329392,0
NOR,8,21.6,160.5,12500,3,100,0,1,1,45.6252351569441,9.29665213515389,0
NOR,8,21.8,163.2,12500,3,100,0,1,1,45.625078142109224,9.296646251935607,0
NOR,8,22.0,165.9,12500,3,100,0,1,1,45.62491804736899,9.296636505690202,0
NOR,8,22.2,167.7,12500,3,100,0,1,1,45.62475486586125,9.296622732771924,0
NOR,8,22.4,168.0,12500,3,100,0,1,1,45.62458955477554,9.296604879918634,0
NOR,8,22.6,170.7,11591,4,100,0,1,1,45.62442376314902,9.296583078637257,0
NOR,8,22.8,173.2,11719,4,100,0,1,1,45.62425501919177,9.296556923497082,0
NOR,8,23.0,176.9,11992,4,100,0,1,1,45.62408376603603,9.29652632576378,0
NOR,8,23.2,180.7,12109,4,100,0,1,1,45.62390878079923,9.296490875199224,0
NOR,8,23.4,179.2,12012,4,100,0,1,1,45.62373006303262,9.296450327923415,0
NOR,8,23.6,182.6,12149,4,100,0,1,1,45.62355299281696,9.296405848698846,0
NOR,8,23.8,184.6,12251,4,100,0,1,1,45.62337278316439,9.296356193993411,0
NOR,8,24.0,191.8,12442,4,100,0,1,1,45.62319092988599,9.29630160691367,0
NOR,8,24.2,190.8,12302,4,100,0,1,1,45.62300244433546,9.296240279284461,0
NOR,8,24.4,191.6,12304,4,100,0,1,1,45.622815516139106,9.296174674409814,0
NOR,8,24.6,194.3,12425,4,100,0,1,1,45.622628588248894,9.296104288273428,0
NOR,8,24.8,204.4,12500,4,100,0,1,1,45.62243977764582,9.296028313251131,0
NOR,8,25.0,201.0,12500,4,100,0,1,1,45.6222421787726,9.295943511451897,0
NOR,8,25.2,206.5,12500,4,100,0,1,1,45.62204892802745,9.295855293823294,0
NOR,8,25.4,208.1,12500,4,100,0,1,1,45.62185166247399,9.295759795588404,0
NOR,8,25.6,211.5,11656,5,100,0,1,1,45.62165436604683,9.29565870427389,0
NOR,8,25.8,213.0,11551,5,100,0,1,1,45.62145542994866,9.295551037610295,0
NOR,8,26.0,213.8,11587,5,100,0,1,1,45.621256798017065,9.295437689442226,0
NOR,8,26.2,218.7,11787,5,100,0,1,1,45.62105930332856,9.29531908538875,0
NOR,8,26.4,221.4,11820,5,100,0,1,1,45.62085938635101,9.295192899743242,0
NOR,8,26.6,225.5,12086,5,98,0,1,1,45.62065924694229,9.29506025124971,0
NOR,8,26.8,228.8,12041,5,0,31,1,1,45.620457813409516,9.294920189164204,0
NOR,8,27.0,228.6,12140,5,0,21,1,1,45.620256156528754,9.294773194296678,0
NOR,8,27.2,227.5,12018,5,52,0,1,1,45.620057440441045,9.29462150327542,0
NOR,8,27.4,231.2,12117,5,0,24,0,1,45.619862595285305,9.29446595620503,0
NOR,8,27.6,219.8,11747,5,91,0,0,1,45.61966763402387,9.294303328866892,0
NOR,8,27.8,214.8,11634,5,100,0,0,1,45.61948517866034,9.294144570170268,0
NOR,8,28.0,217.8,11792,5,99,0,0,1,45.61930975444982,9.29398572067086,0
NOR,8,28.2,222.6,11961,5,90,0,0,1,45.61913486131128,9.293821059681628,0
NOR,8,28.4,216.7,11715,5,100,0,0,1,45.618959251781035,9.293649148452207,0
NOR,8,28.6,224.3,12042,5,44,0,0,1,45.618791426508515,9.293478442255967,0
NOR,8,28.8,224.7,11897,5,47,0,0,1,45.618621077589175,9.293298476454764,0
NOR,8,29.0,226.2,11965,5,47,0,0,1,45.618453787370285,9.293114882360808,0
NOR,8,29.2,225.1,12011,5,43,0,0,1,45.61828891802304,9.292926979002367,0
NOR,8,29.4,223.3,12034,5,52,0,0,1,45.618128452277475,9.292737129512584,0
NOR,8,29.6,224.4,12040,5,45,0,0,1,45.61797277226461,9.292546047466741,0
NOR,8,29.8,223.6,11906,5,48,0,0,1,45.617819924812075,9.292351498945306,0
NOR,8,30.0,223.3,11929,5,47,0,0,1,45.61767120184182,9.292155253317246,0
NOR,8,30.2,221.6,11820,5,43,0,0,1,45.61752627077776,9.29195706990555,0
NOR,8,30.4,221.1,11784,5,52,0,0,1,45.61738594551864,9.291758305771108,0
NOR,8,30.6,222.5,11957,5,41,0,0,1,45.61724952119906,9.291558227185067,0
NOR,8,30.8,223.6,11992,5,0,21,0,1,45.61711575814659,9.291355145297798,0
NOR,8,31.0,218.5,11842,5,48,0,0,1,45.616984906861,9.291149500395603,0
NOR,8,31.2,216.0,11727,5,41,0,0,1,45.616860486447145,9.290947199676426,0
NOR,8,31.4,219.3,11821,5,0,29,0,1,45.61674083429881,9.290746089921223,0
NOR,8,31.6,216.3,11649,5,0,25,0,1,45.616622704991435,9.290540881217744,0
NOR,8,31.8,209.2,12500,4,51,0,0,1,45.61650942102169,9.290337535410247,0
NOR,8,32.0,211.4,11651,5,0,20,0,1,45.616402945376976,9.2901402458262,0
NOR,8,32.2,208.2,12500,4,0,24,0,1,45.61629836627289,9.289940349257865,0
NOR,8,32.4,208.5,12500,4,0,35,0,1,45.61619827722549,9.289743063182808,0
NOR,8,32.6,206.0,12500,4,0,34,0,1,45.61610086871111,9.289545170589253,0
NOR,8,32.8,202.4,12500,4,0,28,0,1,45.61600737645046,9.289349503964178,0
NOR,8,33.0,200.6,12500,4,0,31,0,1,45.61591815188385,9.28915729020039,0
NOR,8,33.2,194.4,12500,4,52,0,0,1,45.615832201566626,9.288966845190766,0
NOR,8,33.4,194.9,12417,4,0,28,0,1,45.61575120780926,9.288782438849633,0
NOR,8,33.6,196.5,12500,4,0,44,0,1,45.615672249974146,9.288597870349356,0
NOR,8,33.8,190.8,12355,4,0,42,0,1,45.615594865790015,9.288412218429949,0
NOR,8,34.0,186.6,12261,4,0,36,0,1,45.61552178275104,9.288232413979824,0
NOR,8,34.2,185.7,12153,4,0,43,0,1,45.615452179309585,9.288057013246979,0
NOR,8,34.4,180.2,12010,4,0,31,0,1,45.61538475353473,9.287883134970532,0
NOR,8,34.6,178.7,11907,4,0,36,0,1,45.615320992206065,9.28771504132965,0
NOR,8,34.8,174.1,11875,4,0,28,0,1,45.61525934032155,9.28754906497439,0
NOR,8,35.0,175.8,11871,4,0,47,0,1,45.615200739275146,9.287388127056513,0
NOR,8,35.2,169.2,11572,4,0,31,0,1,45.615142939309614,9.287226338743444,0
NOR,8,35.4,168.3,11601,4,0,38,0,1,45.61508862176308,9.287071535032336,0
NOR,8,35.6,162.2,12500,3,0,25,0,1,45.61503576881248,9.286918349397308,0
NOR,8,35.8,166.5,12500,3,0,42,0,1,45.61498592117757,9.286771591586684,0
NOR,8,36.0,162.3,12500,3,0,36,0,1,45.61493580632364,9.28662185638948,0
NOR,8,36.2,159.7,12500,3,0,37,0,1,45.61488794529192,9.286476860656453,0
NOR,8,36.4,158.2,12500,3,0,41,0,1,45.61484175300414,9.286335139952406,0
NOR,8,36.6,157.9,12500,3,0,51,0,1,45.61479684939474,9.286195774725204,0
NOR,8,36.8,157.7,12500,3,0,60,0,1,45.6147528266206,9.286057703122028,0
NOR,8,37.0,151.0,12500,3,0,44,0,1,45.61470961417643,9.285920887134278,0
NOR,8,37.2,151.7,12500,3,0,57,0,1,45.614668898182444,9.285790913359685,0
NOR,8,37.4,147.1,12500,3,0,39,0,1,45.61462859573265,9.285661355860602,0
NOR,8,37.6,147.0,12487,3,0,48,0,2,45.61459004903898,9.28553671340904,0
NOR,8,37.8,143.6,12242,3,0,44,0,2,45.61455204134857,9.285413232928606,0
NOR,8,38.0,142.3,12211,3,0,49,0,2,45.61451537470743,9.285293679961628,0
NOR,8,38.2,140.8,12213,3,0,52,0,2,45.614479435890075,9.285176209604089,0
NOR,8,38.4,138.6,12136,3,0,44,0,2,45.61444425299983,9.2850610506271,0
NOR,8,38.6,133.1,11906,3,0,31,0,2,45.6144099333366,9.284948683151026,0
NOR,8,38.8,136.8,12032,3,0,55,0,2,45.61437724995699,9.284841752366903,0
NOR,8,39.0,130.5,11739,3,0,38,0,2,45.61434390821976,9.284732860910799,0
NOR,8,39.2,128.9,11834,3,0,31,0,2,45.614312322896765,9.284629992086487,0
NOR,8,39.4,127.3,11668,3,0,33,0,2,45.614281314541,9.284529374476294,0
NOR,8,39.6,127.3,11725,3,0,42,0,2,45.61425084750558,9.284430968490001,0
NOR,8,39.8,122.5,12500,2,0,30,0,2,45.614220494401415,9.284333473043112,0
NOR,8,40.0,121.3,12500,2,0,25,0,2,45.61419139892844,9.28424061154958,0
NOR,8,40.2,120.4,12500,2,0,29,0,2,45.614162661395454,9.284149543892285,0
NOR,8,40.4,120.9,12500,2,0,38,0,2,45.61413420936725,9.284060094376706,0
NOR,8,40.6,120.4,12500,2,0,36,0,2,45.61410566691788,9.283971147066795,0
NOR,8,40.8,115.4,12500,2,0,22,0,2,45.614077254664686,9.283883458089457,0
NOR,8,41.0,113.7,12500,2,0,22,0,2,45.61405003740782,9.28380031718811,0
NOR,8,41.2,111.7,12500,2,40,0,0,2,45.61402319977347,9.283719215525068,0
NOR,8,41.4,112.0,12500,2,0,20,0,2,45.613996819410424,9.283640396608996,0
NOR,8,41.6,112.3,12500,2,0,22,0,2,45.613970337907574,9.283562219867978,0
NOR,8,41.8,113.0,12500,2,0,30,0,2,45.61394371660072,9.283484627225109,0
NOR,8,42.0,104.6,12500,2,51,0,0,2,45.61391687640129,9.283407448949676,0
NOR,8,42.2,107.2,12500,2,46,0,0,2,45.6138919403572,9.283336725566736,0
NOR,8,42.4,105.3,12500,2,51,0,0,2,45.613866312531044,9.283265052502502,0
NOR,8,42.6,103.8,12500,2,50,0,0,2,45.613841039243056,9.28319540129622,0
NOR,8,42.8,104.9,12500,2,41,0,0,2,45.613816019719884,9.283127479073908,0
NOR,8,43.0,103.7,12500,2,43,0,0,2,45.61379063552348,9.283059632926678,0
NOR,8,43.2,103.2,12483,2,48,0,0,2,45.613765413312926,9.282993299420081,0
NOR,8,43.4,105.1,12500,2,53,0,0,2,45.61374017430688,9.28292801235744,0
NOR,8,43.6,103.9,12500,2,52,0,0,2,45.613714340057236,9.282862326381455,0
NOR,8,43.8,102.5,12500,2,47,0,0,2,45.613688645903316,9.28279814960197,0
NOR,8,44.0,100.8,12500,2,41,0,0,2,45.613663152151645,9.282735615267372,0
NOR,8,44.2,103.7,12500,2,47,0,0,2,45.61363790723339,9.282674814972355,0
NOR,8,44.4,100.3,12500,2,51,0,0,2,45.6136117564085,9.282613012476986,0
NOR,8,44.6,102.2,12500,2,46,0,0,2,45.61358628938616,9.282553978015462,0
NOR,8,44.8,101.1,12419,2,47,0,0,2,45.61356017491879,9.282494619220017,0
NOR,8,45.0,99.9,12424,2,52,0,0,2,45.613534134552516,9.282436609034004,0
NOR,8,45.2,98.6,12417,2,42,0,0,2,45.613508216625085,9.282380033956278,0
NOR,8,45.4,96.3,12204,2,47,0,0,2,45.61348243331545,9.282324893927262,0
NOR,8,45.6,99.2,12351,2,53,0,0,2,45.61345705532365,9.282271721729705,0
NOR,8,45.8,98.8,12382,2,41,0,0,2,45.61343072384225,9.282217693970344,0
NOR,8,46.0,97.7,12220,2,43,0,0,2,45.61340426345656,9.28216455942566,0
NOR,8,46.2,97.0,12339,2,56,0,0,2,45.61337790743978,9.282112772789151,0
NOR,8,46.4,97.4,12371,2,44,0,0,2,45.6133515192963,9.282062044856673,0
NOR,8,46.6,98.1,12363,2,50,0,0,2,45.61332479670842,9.282011800384549,0
NOR,8,46.8,96.3,12351,2,55,0,0,2,45.613297630580846,9.28196186477344,0
NOR,8,47.0,99.6,12341,2,47,0,0,2,45.61327073381624,9.281913539780527,0
NOR,8,47.2,96.4,12297,2,58,0,0,2,45.613242667677554,9.281864275412918,0
NOR,8,47.4,98.4,12261,2,52,0,0,2,45.613215281421475,9.281817326141752,0
NOR,8,47.6,98.0,12261,2,50,0,0,2,45.61318707416912,9.281770104408404,0
NOR,8,47.8,101.3,12473,2,51,0,0,2,45.61315871949708,9.281723772593798,0
NOR,8,48.0,98.4,12280,2,91,0,0,2,45.613129130085774,9.281676611842885,0
NOR,8,48.2,97.5,12283,2,92,0,0,2,45.61310011599956,9.281631520250384,0
NOR,8,48.4,100.4,12438,2,52,0,0,2,45.61307112074569,9.281587571241985,0
NOR,8,48.6,97.7,12234,2,95,0,0,2,45.61304097937833,9.281543036813272,0
NOR,8,48.8,98.6,12316,2,96,0,0,2,45.61301137802124,9.281500415245114,0
NOR,8,49.0,98.9,12405,2,95,0,0,2,45.612981212762485,9.281458090084602,0
NOR,8,49.2,102.6,12439,2,91,0,0,2,45.61295067880338,9.281416358140186,0
NOR,8,49.4,100.3,12383,2,96,0,0,2,45.612918706881004,9.281373826920023,0
NOR,8,49.6,101.2,12500,2,97,0,0,2,45.61288716011422,9.281332999075774,0
NOR,8,49.8,100.8,12372,2,98,0,0,2,45.61285502065016,9.28129253447048,0
NOR,8,50.0,100.0,12411,2,100,0,0,2,45.612822726385986,9.281252992204383,0
NOR,8,50.2,104.1,12500,2,99,0,0,2,45.61279038997602,9.28121448896719,0
NOR,8,50.4,107.1,12500,2,94,0,0,2,45.61275637895088,9.281175135571878,0
NOR,8,50.6,102.3,12446,2,100,0,0,2,45.612721066153156,9.281135480080945,0
NOR,8,50.8,108.6,12500,2,95,0,0,2,45.612686999320644,9.281098351364301,0
NOR,8,51.0,103.4,12500,2,100,0,0,2,45.61265050944291,9.281059772226657,0
NOR,8,51.2,105.3,12500,2,100,0,0,2,45.61261542746088,9.28102380685016,0
NOR,8,51.4,110.2,12500,2,100,0,0,2,45.61257937798742,9.280987962872555,0
NOR,8,51.6,110.8,12500,2,100,0,0,2,45.612541267488176,9.280951257811095,0
NOR,8,51.8,106.0,12500,2,100,0,0,2,45.61250260567668,9.28091522899501,0
NOR,8,52.0,110.3,12500,2,100,0,0,2,45.612465275981656,9.280881557514736,0
NOR,8,52.2,114.5,12500,2,100,0,0,2,45.61242607707929,9.280847341226043,0
NOR,8,52.4,112.4,12500,2,100,0,0,2,45.612384982302956,9.280812683340647,0
NOR,8,52.6,116.4,12500,2,100,0,0,2,45.612344272248166,9.280779532584905,0
NOR,8,52.8,116.6,12500,2,100,0,0,2,45.61230171948762,9.280746095594193,0
NOR,8,53.0,124.2,12500,2,100,0,0,2,45.61225872372922,9.280713526770802,0
NOR,8,53.2,123.6,12500,2,100,0,0,2,45.612212470313295,9.280679805592934,0
NOR,8,53.4,122.6,12500,2,100,0,0,2,45.61216600590286,9.280647252171235,0
NOR,8,53.6,124.9,12500,2,100,0,0,2,45.61211949376234,9.280615941758276,0
NOR,8,53.8,128.7,11722,3,100,0,0,2,45.612071698842634,9.280585047826852,0
NOR,8,54.0,127.9,11691,3,100,0,0,2,45.61202200888506,9.280554251767429,0
NOR,8,54.2,130.0,11753,3,100,0,0,2,45.611972198210104,9.280524681704511,0
NOR,8,54.4,133.2,11978,3,100,0,0,2,45.61192112572643,9.280495661674902,0
NOR,8,54.6,137.2,12122,3,100,0,0,2,45.61186835078943,9.28046700126426,0
NOR,8,54.8,137.3,12000,3,100,0,0,2,45.61181353627675,9.280438603238272,0
NOR,8,55.0,140.9,12273,3,100,0,0,2,45.61175826355176,9.280411323170627,0
NOR,8,55.2,144.9,12329,3,100,0,0,2,45.611701067228786,9.280384466661028,0
NOR,8,55.4,145.6,12286,3,100,0,0,2,45.611641803147556,9.280358049824335,0
NOR,8,55.6,152.0,12500,3,100,0,0,2,45.61158179936179,9.280332702862824,0
NOR,8,55.8,160.7,12500,3,100,0,0,2,45.61151872255694,9.280307509286404,0
NOR,8,56.0,159.3,12500,3,100,0,0,2,45.61145156622558,9.280282247328762,0
NOR,8,56.2,160.9,12500,3,100,0,0,2,45.61138452727878,9.280258560594438,0
NOR,8,56.4,166.7,12500,3,100,0,0,2,45.6113163839157,9.280235977452916,0
NOR,8,56.6,169.5,11655,4,100,0,0,2,45.61124538586971,9.280213974084182,0
NOR,8,56.8,173.2,11676,4,100,0,0,2,45.61117278462542,9.280193006329839,0
NOR,8,57.0,177.9,11866,4,100,0,0,2,45.61109822278118,9.280173005704182,0
NOR,8,57.2,182.7,12013,4,100,0,0,2,45.61102133465794,9.280153926595595,0
NOR,8,57.4,188.0,12346,4,100,0,0,2,45.61094209080257,9.280135820711592,0
NOR,8,57.6,195.5,12485,4,100,0,0,2,45.61086029653518,9.280118703160735,0
NOR,8,57.8,198.5,12500,4,100,0,0,2,45.61077502308596,9.280102464335393,0
NOR,8,58.0,204.8,12500,4,100,0,0,2,45.61068834226023,9.280087544500393,0
NOR,8,58.2,211.1,11633,5,100,0,0,2,45.610598858271764,9.280073723478477,0
NOR,8,58.4,221.5,11978,5,100,0,0,2,45.61050669309616,9.280061067209525,0
NOR,8,58.6,228.1,12043,5,100,0,0,2,45.610410171564176,9.280049422302252,0
NOR,8,58.8,234.8,12248,5,100,0,0,2,45.61031112509933,9.280039071068138,0
NOR,8,59.0,252.8,11585,6,100,0,1,2,45.61020967871173,9.280030028765763,0
NOR,8,59.2,269.0,12001,6,100,0,1,2,45.610101205711764,9.280021972575911,0
NOR,8,59.4,272.6,12124,6,100,0,1,2,45.60998690393255,9.280015132890757,0
NOR,8,59.6,284.5,12338,6,100,0,1,2,45.60987248206599,9.280009818142437,0
NOR,8,59.8,290.2,12500,6,100,0,1,2,45.60975484005345,9.280005775421138,0
NOR,8,60.0,303.0,11689,7,100,0,1,2,45.60963705552168,9.280002984339786,0
NOR,8,60.2,314.2,11987,7,100,0,1,2,45.60951682596647,9.280001222972109,0
NOR,8,60.4,323.8,12290,7,100,0,1,2,45.60939555403147,9.280000321751762,0
NOR,8,60.6,337.5,11514,8,44,0,1,2,45.60927460332386,9.280000024171132,0
NOR,8,60.8,340.0,11514,8,0,72,1,2,45.60915340113051,9.279999998101541,0
NOR,8,61.0,336.7,11325,8,0,100,1,2,45.60903687871911,9.27999984274429,0
NOR,8,61.2,323.0,12131,7,0,100,1,2,45.60892752458323,9.279999138492295,0
NOR,8,61.4,310.0,11831,7,0,100,1,2,45.608828750050044,9.279997559738066,0
NOR,8,61.6,306.7,11829,7,0,100,1,2,45.60874003171736,9.279994868079706,0
NOR,8,61.8,292.4,12500,6,0,100,1,2,45.60865848465284,9.279990750256529,0
NOR,8,62.0,277.4,12163,6,0,99,1,2,45.60858688151144,9.279985194820583,0
NOR,8,62.2,269.1,11895,6,0,90,1,2,45.608524769506225,9.279978209404925,0
NOR,8,62.4,260.1,11745,6,0,100,1,2,45.60847017846745,9.279969622577111,0
NOR,8,62.6,256.6,11551,6,0,100,1,2,45.608422925909224,9.279959436349737,0
NOR,8,62.8,243.0,12500,5,0,98,1,2,45.60838182295285,9.279947393904765,0
NOR,8,63.0,235.7,12338,5,0,90,1,2,45.60834812005786,9.279934011761837,0
NOR,8,63.2,228.5,12090,5,0,83,1,2,45.60832043642926,9.279919062497932,0
NOR,8,63.4,220.1,11836,5,0,89,1,2,45.60829842054615,9.279902593614667,0
NOR,8,63.6,217.9,11754,5,0,100,1,2,45.6082818134355,9.279884784248727,0
NOR,8,63.8,209.4,12500,4,0,85,1,2,45.60826991844628,9.279865176878847,0
NOR,8,64.0,206.6,12500,4,0,92,1,2,45.608262831670814,9.27984438945815,0
NOR,8,64.2,201.9,12500,4,0,91,1,2,45.608260090146445,9.279821942783657,0
NOR,8,64.4,194.1,12500,4,0,78,1,2,45.60826155407137,9.279798060918969,0
NOR,8,64.6,188.3,12364,4,0,71,1,2,45.60826687897186,9.279773233788765,0
NOR,8,64.8,183.0,12091,4,0,66,1,2,45.60827576287685,9.279747336385885,0
NOR,8,65.0,173.8,11708,4,0,60,1,2,45.60828794641022,9.279720406460253,0
NOR,8,65.2,175.6,11920,4,0,67,1,2,45.608302793033964,9.279693174548175,0
NOR,8,65.4,174.4,11886,4,0,77,1,2,45.608321055209,9.279663995902311,0
NOR,8,65.6,164.9,12500,3,0,53,1,2,45.60834247479413,9.279633303757246,0
NOR,8,65.8,162.7,12500,3,0,58,1,2,45.608365753763415,9.279602685914645,0
NOR,8,66.0,155.9,12500,3,0,43,1,2,45.60839162074268,9.279570926438675,0
NOR,8,66.2,156.8,12500,3,0,59,1,2,45.608419114009735,9.279539031702846,0
NOR,8,66.4,152.6,12500,3,0,54,1,2,45.6084494742324,9.279505456909144,0
NOR,8,66.6,145.2,12454,3,0,35,1,2,45.60848162563901,9.279471333677504,0
NOR,8,66.8,147.7,12500,3,0,55,1,2,45.60851460925389,9.27943752056065,0
NOR,8,67.0,146.6,12377,3,0,51,1,2,45.608550563426824,9.279401756740452,0
NOR,8,67.2,143.5,12361,3,0,48,1,2,45.60858864932034,9.279364877810758,0
NOR,8,67.4,139.2,12102,3,0,40,1,2,45.60862823884082,9.279327437908004,0
NOR,8,67.6,137.7,12095,3,0,42,1,2,45.60866884289146,9.279289822026143,0
NOR,8,67.8,132.0,11937,3,0,27,1,2,45.60871110576146,9.279251373867423,0
NOR,8,68.0,134.9,12016,3,0,39,1,2,45.60875360826791,9.279213320139243,0
NOR,8,68.2,131.9,11935,3,0,34,1,2,45.60879906146865,9.279173202806101,0
NOR,8,68.4,129.7,11851,3,0,31,1,2,45.60884543790589,9.279132798118804,0
NOR,8,68.6,122.9,12500,2,55,0,1,2,45.6088929348219,9.27909189224832,0
NOR,8,68.8,125.6,12500,2,0,21,1,2,45.608939642925385,9.279052071907588,0
NOR,8,69.0,120.7,12500,2,48,0,1,2,45.60898912993423,9.27901026493623,0
NOR,8,69.2,124.8,12500,2,0,27,1,2,45.6090382902699,9.278969074782838,0
NOR,8,69.4,119.5,12500,2,41,0,1,2,45.609090811321444,9.278925397271061,0
NOR,8,69.6,122.1,12500,2,0,21,1,2,45.60914271677597,9.278882524359243,0
NOR,8,69.8,119.3,12500,2,51,0,1,2,45.609197369481265,9.27883765820639,0
NOR,8,70.0,121.5,12500,2,0,21,1,2,45.60925232774615,9.278792792132155,0
NOR,8,70.2,119.8,12500,2,44,0,1,2,45.60930984718921,9.278746071779663,0
NOR,8,70.4,119.1,12500,2,0,77,1,2,45.60936811858672,9.278698957179373,0
NOR,8,70.6,118.2,12500,2,0,73,1,2,45.60942755933474,9.278651093825802,0
NOR,8,70.8,120.8,12500,2,0,85,1,2,45.60948804703692,9.278602565872628,0
NOR,8,71.0,114.5,12500,2,0,61,1,2,45.60955138509552,9.278551919311386,0
NOR,8,71.2,114.3,12500,2,0,60,1,2,45.60961284416607,9.278502918239155,0
NOR,8,71.4,116.2,12500,2,0,68,1,2,45.60967553671569,9.278453059438048,0
NOR,8,71.6,114.4,12500,2,0,61,0,2,45.609740647546225,9.278401393299816,0
NOR,8,71.8,116.0,12500,2,0,67,0,2,45.60980609357774,9.278349562949835,0
NOR,8,72.0,96.9,12248,2,51,0,0,2,45.6098738446953,9.278295997940553,0
NOR,8,72.2,97.2,12283,2,42,0,0,2,45.6099314950795,9.278250480026006,0
NOR,8,72.4,97.5,12214,2,51,0,0,2,45.609990222822134,9.278204159990244,0
NOR,8,72.6,95.5,12126,2,59,0,0,2,45.610050101194496,9.278156974292099,0
NOR,8,72.8,99.6,12351,2,59,0,0,2,45.61010964245599,9.278110088266661,0
NOR,8,73.0,98.6,12357,2,41,0,0,2,45.61017270124046,9.27806046129357,0
NOR,8,73.2,95.1,12262,2,90,0,0,2,45.61023608615908,9.278010599863176,0
NOR,8,73.4,99.2,12356,2,51,0,0,2,45.61029810524966,9.277961827366552,0
NOR,8,73.6,96.8,12225,2,47,0,0,2,45.61036366616743,9.277910278092369,0
NOR,8,73.8,97.4,12224,2,40,0,0,2,45.61042856608989,9.277859250574808,0
NOR,8,74.0,97.0,12220,2,90,0,0,2,45.610494724530675,9.277807229222159,0
NOR,8,74.2,96.2,12164,2,93,0,0,2,45.61056152074868,9.277754695843893,0
NOR,8,74.4,94.5,12180,2,97,0,0,2,45.610628611284696,9.277701914559454,0
NOR,8,74.6,100.7,12350,2,59,0,0,2,45.61069527111508,9.277649450467297,0
NOR,8,74.8,96.6,12252,2,95,0,0,2,45.610767234870075,9.277592782041554,0
NOR,8,75.0,102.0,12500,2,42,0,0,2,45.61083708105388,9.277537746069726,0
NOR,8,75.2,101.5,12463,2,55,0,0,2,45.61091170463839,9.277478901939347,0
NOR,8,75.4,98.5,12379,2,96,0,0,2,45.61098682350165,9.277419616060156,0
NOR,8,75.6,99.2,12449,2,98,0,0,2,45.61106055988464,9.277361366174746,0
NOR,8,75.8,99.8,12313,2,96,0,0,2,45.61113562902152,9.27730200247137,0
NOR,8,76.0,103.6,12500,2,92,0,0,2,45.611211966104186,9.277241568224895,0
NOR,8,76.2,103.0,12500,2,93,0,0,2,45.611292068426025,9.277178074545498,0
NOR,8,76.4,104.7,12500,2,93,0,0,2,45.61137254931033,9.277114194791373,0
NOR,8,76.6,103.7,12500,2,95,0,0,2,45.61145522341209,9.277048479462394,0
NOR,8,76.8,107.3,12500,2,91,0,0,2,45.61153792053663,9.276982644933385,0
NOR,8,77.0,103.5,12500,2,100,0,0,2,45.61162439490722,9.276913690448763,0
